249,1947,0.9999999999999999599571687022
447,1245,3.999999999999999839828674809
447,1827,0.9999999999999999599571687022
1001,1947,3.999999999999999839828674809
1069,1356,4.830074998557687589637399384
1245,447,3.999999999999999839828674809
1356,1069,4.830074998557687589637399384
1356,1817,0.457518749639421897409349846
1356,1836,2.415037499278843794818699692
1817,1356,0.457518749639421897409349846
1827,447,0.9999999999999999599571687022
1836,1356,2.415037499278843794818699692
1947,249,0.9999999999999999599571687022
1947,1001,3.999999999999999839828674809
