395,1407,3.999999999999999839828674809
395,1854,0.9999999999999999599571687022
454,1407,0.9999999999999999599571687022
454,1854,0.4444444444444444266476305343
484,2514,5
969,1716,0.75
969,2440,3.999999999999999839828674809
1041,1157,0.419517976278159447103599860
1041,2415,1.678071905112637788414399440
1157,1041,0.419517976278159447103599860
1157,1217,3.999999999999999839828674809
1217,1157,3.999999999999999839828674809
1407,395,3.999999999999999839828674809
1407,454,0.9999999999999999599571687022
1407,1854,3.999999999999999839828674809
1716,969,0.75
1854,395,0.9999999999999999599571687022
1854,454,0.4444444444444444266476305343
1854,1407,3.999999999999999839828674809
2415,1041,1.678071905112637788414399440
2440,969,3.999999999999999839828674809
2514,484,5
