38,197,6.290584617757767233912463432
38,1215,2.459431618637297232452104867
38,1663,0.2732701798485885813835672074
38,2069,0.4453399283811649210736733032
77,197,0.25
197,38,6.290584617757767233912463432
197,77,0.25
197,1362,2.874469117916141187442129749
197,1430,0.25
197,1882,0.3223766542987462555759151848
724,1080,5.044394119358453437633405175
768,1898,6.044394119358453597804730366
806,2069,2.044394119358453437633405175
835,1305,1
1025,1239,4.459431618637297552794755248
1080,724,5.044394119358453437633405175
1080,2059,1.511098529839613399451182592
1206,1215,0.6715993465953837330894144851
1206,2069,0.7610985298396133594083512938
1215,38,2.459431618637297232452104867
1215,1206,0.6715993465953837330894144851
1215,1663,1.261098529839613359408351294
1215,2069,3.044394119358453437633405175
1239,1025,4.459431618637297552794755248
1305,835,1
1362,197,2.874469117916141187442129749
1430,197,0.25
1663,38,0.2732701798485885813835672074
1663,1215,1.261098529839613359408351294
1663,2069,3.044394119358453437633405175
1882,197,0.3223766542987462555759151848
1898,768,6.044394119358453597804730366
2059,1080,1.511098529839613399451182592
2069,38,0.4453399283811649210736733032
2069,806,2.044394119358453437633405175
2069,1206,0.7610985298396133594083512938
2069,1215,3.044394119358453437633405175
2069,1663,3.044394119358453437633405175
